Country code,State code,Postcode / ZIP,City,Rate %,Tax name,Priority,Compound,Shipping
US,NC,28462,,6.7500,Tax,1,0,1
US,NC,28463,,6.7500,Tax,1,0,1
US,NC,28464,,6.7500,Tax,1,0,1
US,NC,28465,,6.7500,Tax,1,0,1
US,NC,28466,,6.7500,Tax,1,0,1
US,NC,28467,,6.7500,Tax,1,0,1
US,NC,28468,,6.7500,Tax,1,0,1
US,NC,28469,,6.7500,Tax,1,0,1
US,NC,28470,,6.7500,Tax,1,0,1
US,NC,28472,,6.7500,Tax,1,0,1
US,NC,28478,,6.7500,Tax,1,0,1
US,NC,28479,,6.7500,Tax,1,0,1
US,NC,28480,,6.7500,Tax,1,0,1
US,NC,28501,,6.7500,Tax,1,0,1
US,NC,28504,,6.7500,Tax,1,0,1
US,NC,28508,,6.7500,Tax,1,0,1
US,NC,28510,,6.7500,Tax,1,0,1
US,NC,28511,,6.7500,Tax,1,0,1
US,NC,28512,,6.7500,Tax,1,0,1
US,NC,28513,,6.7500,Tax,1,0,1
US,NC,28515,,6.7500,Tax,1,0,1
US,NC,28516,,6.7500,Tax,1,0,1
US,NC,28518,,6.7500,Tax,1,0,1
US,NC,28519,,6.7500,Tax,1,0,1
US,NC,28520,,6.7500,Tax,1,0,1
US,NC,28521,,6.7500,Tax,1,0,1
US,NC,28523,,6.7500,Tax,1,0,1
US,NC,28524,,6.7500,Tax,1,0,1
US,NC,28525,,6.7500,Tax,1,0,1
US,NC,28526,,6.7500,Tax,1,0,1
US,NC,28527,,6.7500,Tax,1,0,1
US,NC,28528,,6.7500,Tax,1,0,1
US,NC,28529,,6.7500,Tax,1,0,1
US,NC,28530,,6.7500,Tax,1,0,1
US,NC,28531,,6.7500,Tax,1,0,1
US,NC,28532,,6.7500,Tax,1,0,1
US,NC,28533,,6.7500,Tax,1,0,1
US,NC,28537,,6.7500,Tax,1,0,1
US,NC,28538,,6.7500,Tax,1,0,1
US,NC,28539,,6.7500,Tax,1,0,1
US,NC,28540,,6.7500,Tax,1,0,1
US,NC,28541,,6.7500,Tax,1,0,1
US,NC,28542,,6.7500,Tax,1,0,1
US,NC,28543,,6.7500,Tax,1,0,1
US,NC,28544,,6.7500,Tax,1,0,1
US,NC,28546,,6.7500,Tax,1,0,1
US,NC,28547,,6.7500,Tax,1,0,1
US,NC,28551,,6.7500,Tax,1,0,1
US,NC,28552,,6.7500,Tax,1,0,1
US,NC,28553,,6.7500,Tax,1,0,1
US,NC,28554,,6.7500,Tax,1,0,1
US,NC,28555,,6.7500,Tax,1,0,1
US,NC,28556,,6.7500,Tax,1,0,1
US,NC,28557,,6.7500,Tax,1,0,1
US,NC,28560,,6.7500,Tax,1,0,1
US,NC,28562,,6.7500,Tax,1,0,1
US,NC,28563,,6.7500,Tax,1,0,1
US,NC,28570,,6.7500,Tax,1,0,1
US,NC,28571,,6.7500,Tax,1,0,1
US,NC,28572,,6.7500,Tax,1,0,1
US,NC,28574,,6.7500,Tax,1,0,1
US,NC,28575,,6.7500,Tax,1,0,1
US,NC,28577,,6.7500,Tax,1,0,1
US,NC,28578,,6.7500,Tax,1,0,1
US,NC,28579,,6.7500,Tax,1,0,1
US,NC,28580,,6.7500,Tax,1,0,1
US,NC,28581,,6.7500,Tax,1,0,1
US,NC,28582,,6.7500,Tax,1,0,1
US,NC,28584,,6.7500,Tax,1,0,1
US,NC,28585,,6.7500,Tax,1,0,1
US,NC,28586,,6.7500,Tax,1,0,1
US,NC,28587,,6.7500,Tax,1,0,1
US,NC,28590,,6.7500,Tax,1,0,1
US,NC,28594,,6.7500,Tax,1,0,1
US,NC,28601,,6.7500,Tax,1,0,1
US,NC,28602,,6.7500,Tax,1,0,1
US,NC,28604,,6.7500,Tax,1,0,1
US,NC,28605,,6.7500,Tax,1,0,1
US,NC,28607,,6.7500,Tax,1,0,1
US,NC,28609,,6.7500,Tax,1,0,1
US,NC,28610,,6.7500,Tax,1,0,1
US,NC,28611,,6.7500,Tax,1,0,1
US,NC,28612,,6.7500,Tax,1,0,1
US,NC,28613,,6.7500,Tax,1,0,1
US,NC,28615,,6.7500,Tax,1,0,1
US,NC,28617,,6.7500,Tax,1,0,1
US,NC,28618,,6.7500,Tax,1,0,1
US,NC,28621,,7.0000,Tax,1,0,1
US,NC,28622,,6.7500,Tax,1,0,1
US,NC,28623,,6.7500,Tax,1,0,1
US,NC,28624,,6.7500,Tax,1,0,1
US,NC,28625,,6.7500,Tax,1,0,1
US,NC,28627,,6.7500,Tax,1,0,1
US,NC,28628,,6.7500,Tax,1,0,1
US,NC,28629,,6.7500,Tax,1,0,1
US,NC,28630,,6.7500,Tax,1,0,1
US,NC,28631,,6.7500,Tax,1,0,1
US,NC,28634,,6.7500,Tax,1,0,1
US,NC,28635,,6.7500,Tax,1,0,1
US,NC,28636,,6.7500,Tax,1,0,1
US,NC,28637,,6.7500,Tax,1,0,1
US,NC,28638,,6.7500,Tax,1,0,1
US,NC,28640,,6.7500,Tax,1,0,1
US,NC,28641,,6.7500,Tax,1,0,1
US,NC,28642,,6.7500,Tax,1,0,1
US,NC,28643,,6.7500,Tax,1,0,1
US,NC,28644,,6.7500,Tax,1,0,1
US,NC,28645,,6.7500,Tax,1,0,1
US,NC,28646,,6.7500,Tax,1,0,1
US,NC,28649,,6.7500,Tax,1,0,1
US,NC,28650,,6.7500,Tax,1,0,1
US,NC,28651,,6.7500,Tax,1,0,1
US,NC,28653,,6.7500,Tax,1,0,1
US,NC,28654,,6.7500,Tax,1,0,1
US,NC,28655,,6.7500,Tax,1,0,1
US,NC,28657,,6.7500,Tax,1,0,1
US,NC,28658,,6.7500,Tax,1,0,1
US,NC,28659,,6.7500,Tax,1,0,1
US,NC,28660,,6.7500,Tax,1,0,1
US,NC,28662,,6.7500,Tax,1,0,1
US,NC,28663,,6.7500,Tax,1,0,1
US,NC,28664,,6.7500,Tax,1,0,1
US,NC,28665,,6.7500,Tax,1,0,1
US,NC,28667,,6.7500,Tax,1,0,1
US,NC,28668,,6.7500,Tax,1,0,1
US,NC,28669,,6.7500,Tax,1,0,1
US,NC,28670,,6.7500,Tax,1,0,1
US,NC,28671,,6.7500,Tax,1,0,1
US,NC,28672,,6.7500,Tax,1,0,1
US,NC,28673,,6.7500,Tax,1,0,1
US,NC,28675,,6.7500,Tax,1,0,1
US,NC,28676,,6.7500,Tax,1,0,1
US,NC,28677,,6.7500,Tax,1,0,1
US,NC,28678,,6.7500,Tax,1,0,1
US,NC,28679,,6.7500,Tax,1,0,1
US,NC,28681,,6.7500,Tax,1,0,1
US,NC,28682,,6.7500,Tax,1,0,1
US,NC,28683,,6.7500,Tax,1,0,1
US,NC,28684,,6.7500,Tax,1,0,1
US,NC,28685,,6.7500,Tax,1,0,1
US,NC,28689,,6.7500,Tax,1,0,1
US,NC,28690,,6.7500,Tax,1,0,1
US,NC,28692,,6.7500,Tax,1,0,1
US,NC,28693,,6.7500,Tax,1,0,1
US,NC,28694,,6.7500,Tax,1,0,1
US,NC,28697,,6.7500,Tax,1,0,1
US,NC,28698,,6.7500,Tax,1,0,1
US,NC,28701,,7.0000,Tax,1,0,1
US,NC,28704,,7.0000,Tax,1,0,1
US,NC,28705,,7.0000,Tax,1,0,1
US,NC,28707,,7.0000,Tax,1,0,1
US,NC,28708,,6.7500,Tax,1,0,1
US,NC,28709,,7.0000,Tax,1,0,1
US,NC,28710,,6.7500,Tax,1,0,1
US,NC,28711,,6.7500,Tax,1,0,1
US,NC,28712,,7.0000,Tax,1,0,1
US,NC,28713,,6.7500,Tax,1,0,1
US,NC,28714,,6.7500,Tax,1,0,1
US,NC,28715,,7.0000,Tax,1,0,1
US,NC,28716,,6.7500,Tax,1,0,1
US,NC,28717,,6.7500,Tax,1,0,1
US,NC,28718,,6.7500,Tax,1,0,1
US,NC,28719,,6.7500,Tax,1,0,1
US,NC,28720,,6.7500,Tax,1,0,1
US,NC,28721,,6.7500,Tax,1,0,1
US,NC,28722,,6.7500,Tax,1,0,1
US,NC,28723,,6.7500,Tax,1,0,1
US,NC,28724,,7.0000,Tax,1,0,1
US,NC,28725,,6.7500,Tax,1,0,1
US,NC,28726,,6.7500,Tax,1,0,1
US,NC,28728,,7.0000,Tax,1,0,1
US,NC,28729,,7.0000,Tax,1,0,1
US,NC,28730,,6.7500,Tax,1,0,1
US,NC,28731,,6.7500,Tax,1,0,1
US,NC,28732,,6.7500,Tax,1,0,1
US,NC,28733,,6.7500,Tax,1,0,1
US,NC,28734,,6.7500,Tax,1,0,1
US,NC,28735,,6.7500,Tax,1,0,1
US,NC,28736,,6.7500,Tax,1,0,1
US,NC,28739,,7.0000,Tax,1,0,1
US,NC,28740,,6.7500,Tax,1,0,1
US,NC,28741,,6.7500,Tax,1,0,1
US,NC,28742,,6.7500,Tax,1,0,1
US,NC,28743,,7.0000,Tax,1,0,1
US,NC,28744,,7.0000,Tax,1,0,1
US,NC,28745,,6.7500,Tax,1,0,1
US,NC,28746,,6.7500,Tax,1,0,1
US,NC,28747,,6.7500,Tax,1,0,1
US,NC,28748,,6.7500,Tax,1,0,1
US,NC,28749,,6.7500,Tax,1,0,1
US,NC,28751,,6.7500,Tax,1,0,1
US,NC,28752,,6.7500,Tax,1,0,1
US,NC,28753,,6.7500,Tax,1,0,1
US,NC,28754,,6.7500,Tax,1,0,1
US,NC,28755,,6.7500,Tax,1,0,1
US,NC,28756,,6.7500,Tax,1,0,1
US,NC,28757,,6.7500,Tax,1,0,1
US,NC,28758,,7.0000,Tax,1,0,1
US,NC,28759,,6.7500,Tax,1,0,1
US,NC,28761,,6.7500,Tax,1,0,1
US,NC,28762,,6.7500,Tax,1,0,1
US,NC,28763,,6.7500,Tax,1,0,1
US,NC,28766,,6.7500,Tax,1,0,1
US,NC,28768,,6.7500,Tax,1,0,1
US,NC,28770,,6.7500,Tax,1,0,1
US,NC,28771,,6.7500,Tax,1,0,1
US,NC,28772,,6.7500,Tax,1,0,1
US,NC,28773,,6.7500,Tax,1,0,1
US,NC,28774,,6.7500,Tax,1,0,1
US,NC,28775,,6.7500,Tax,1,0,1
US,NC,28777,,6.7500,Tax,1,0,1
US,NC,28778,,6.7500,Tax,1,0,1
US,NC,28779,,6.7500,Tax,1,0,1
US,NC,28781,,6.7500,Tax,1,0,1
US,NC,28782,,6.7500,Tax,1,0,1
US,NC,28783,,6.7500,Tax,1,0,1
US,NC,28784,,6.7500,Tax,1,0,1
US,NC,28785,,6.7500,Tax,1,0,1
US,NC,28786,,6.7500,Tax,1,0,1
US,NC,28787,,7.0000,Tax,1,0,1
US,NC,28788,,6.7500,Tax,1,0,1
US,NC,28789,,6.7500,Tax,1,0,1
US,NC,28790,,6.7500,Tax,1,0,1
US,NC,28791,,7.0000,Tax,1,0,1
US,NC,28792,,6.7500,Tax,1,0,1
US,NC,28801,,7.0000,Tax,1,0,1
US,NC,28803,,7.0000,Tax,1,0,1
US,NC,28804,,7.0000,Tax,1,0,1
US,NC,28805,,7.0000,Tax,1,0,1
US,NC,28806,,7.0000,Tax,1,0,1
US,NC,28901,,7.0000,Tax,1,0,1
US,NC,28902,,7.0000,Tax,1,0,1
US,NC,28904,,7.0000,Tax,1,0,1
US,NC,28905,,7.0000,Tax,1,0,1
US,NC,28906,,7.0000,Tax,1,0,1
US,NC,28909,,7.0000,Tax,1,0,1
